name,url,codes,char,category,group,subgroup
"bouquet","https://github.githubassets.com/images/icons/emoji/unicode/1f490.png?v8","1F490","💐","Animals & Nature (plant-flower)","Animals & Nature","plant-flower"
"flag: Barbados","https://github.githubassets.com/images/icons/emoji/unicode/1f1e7-1f1fb.png?v8","1F1E7 1F1E7","🇧🇧","Flags (country-flag)","Flags","country-flag"
"person bowing","https://github.githubassets.com/images/icons/emoji/unicode/1f647.png?v8","1F647","🙇","People & Body (person-gesture)","People & Body","person-gesture"
"bow and arrow","https://github.githubassets.com/images/icons/emoji/unicode/1f3f9.png?v8","1F3F9","🏹","Objects (tool)","Objects","tool"
"person bowing","https://github.githubassets.com/images/icons/emoji/unicode/1f647-2642.png?v8","1F647","🙇","People & Body (person-gesture)","People & Body","person-gesture"
"person bowing","https://github.githubassets.com/images/icons/emoji/unicode/1f647-2640.png?v8","1F647","🙇","People & Body (person-gesture)","People & Body","person-gesture"
"bowl with spoon","https://github.githubassets.com/images/icons/emoji/unicode/1f963.png?v8","1F963","🥣","Food & Drink (food-prepared)","Food & Drink","food-prepared"
"bowling","https://github.githubassets.com/images/icons/emoji/unicode/1f3b3.png?v8","1F3B3","🎳","Activities (sport)","Activities","sport"
"bowtie","https://github.githubassets.com/images/icons/emoji/bowtie.png?v8",undefined,undefined,undefined,undefined,undefined
"boxing glove","https://github.githubassets.com/images/icons/emoji/unicode/1f94a.png?v8","1F94A","🥊","Activities (sport)","Activities","sport"
"boy","https://github.githubassets.com/images/icons/emoji/unicode/1f466.png?v8","1F466","👦","People & Body (person)","People & Body","person"
"brain","https://github.githubassets.com/images/icons/emoji/unicode/1f9e0.png?v8","1F9E0","🧠","People & Body (body-parts)","People & Body","body-parts"
"flag: Barbados","https://github.githubassets.com/images/icons/emoji/unicode/1f1e7-1f1f7.png?v8","1F1E7 1F1E7","🇧🇧","Flags (country-flag)","Flags","country-flag"
"bread","https://github.githubassets.com/images/icons/emoji/unicode/1f35e.png?v8","1F35E","🍞","Food & Drink (food-prepared)","Food & Drink","food-prepared"
"breast-feeding","https://github.githubassets.com/images/icons/emoji/unicode/1f931.png?v8","1F931","🤱","People & Body (person-role)","People & Body","person-role"
"brick","https://github.githubassets.com/images/icons/emoji/unicode/1f9f1.png?v8","1F9F1","🧱","Travel & Places (place-building)","Travel & Places","place-building"
"bride with veil","https://github.githubassets.com/images/icons/emoji/unicode/1f470.png?v8","1F470","👰","People & Body (person-role)","People & Body","person-role"
"bridge at night","https://github.githubassets.com/images/icons/emoji/unicode/1f309.png?v8","1F309","🌉","Travel & Places (place-other)","Travel & Places","place-other"
"briefcase","https://github.githubassets.com/images/icons/emoji/unicode/1f4bc.png?v8","1F4BC","💼","Objects (office)","Objects","office"
"flag: British Indian Ocean Territory","https://github.githubassets.com/images/icons/emoji/unicode/1f1ee-1f1f4.png?v8","1F1EE 1F1F4","🇮🇴","Flags (country-flag)","Flags","country-flag"
"flag: Guernsey","https://github.githubassets.com/images/icons/emoji/unicode/1f1fb-1f1ec.png?v8","1F1EC 1F1EC","🇬🇬","Flags (country-flag)","Flags","country-flag"
"broccoli","https://github.githubassets.com/images/icons/emoji/unicode/1f966.png?v8","1F966","🥦","Food & Drink (food-vegetable)","Food & Drink","food-vegetable"
"broken heart","https://github.githubassets.com/images/icons/emoji/unicode/1f494.png?v8","1F494","💔","Smileys & Emotion (emotion)","Smileys & Emotion","emotion"
"broom","https://github.githubassets.com/images/icons/emoji/unicode/1f9f9.png?v8","1F9F9","🧹","Objects (household)","Objects","household"
"brown circle","https://github.githubassets.com/images/icons/emoji/unicode/1f7e4.png?v8","1F7E4","🟤","Symbols (geometric)","Symbols","geometric"
"brown heart","https://github.githubassets.com/images/icons/emoji/unicode/1f90e.png?v8","1F90E","🤎","Smileys & Emotion (emotion)","Smileys & Emotion","emotion"
"brown square","https://github.githubassets.com/images/icons/emoji/unicode/1f7eb.png?v8","1F7EB","🟫","Symbols (geometric)","Symbols","geometric"
"flag: Barbados","https://github.githubassets.com/images/icons/emoji/unicode/1f1e7-1f1f3.png?v8","1F1E7 1F1E7","🇧🇧","Flags (country-flag)","Flags","country-flag"
"bug","https://github.githubassets.com/images/icons/emoji/unicode/1f41b.png?v8","1F41B","🐛","Animals & Nature (animal-bug)","Animals & Nature","animal-bug"
"building construction","https://github.githubassets.com/images/icons/emoji/unicode/1f3d7.png?v8","1F3D7","🏗","Travel & Places (place-building)","Travel & Places","place-building"
"light bulb","https://github.githubassets.com/images/icons/emoji/unicode/1f4a1.png?v8","1F4A1","💡","Objects (light & video)","Objects","light & video"
"flag: Barbados","https://github.githubassets.com/images/icons/emoji/unicode/1f1e7-1f1ec.png?v8","1F1E7 1F1E7","🇧🇧","Flags (country-flag)","Flags","country-flag"
"bullet train","https://github.githubassets.com/images/icons/emoji/unicode/1f685.png?v8","1F685","🚅","Travel & Places (transport-ground)","Travel & Places","transport-ground"
"high-speed train","https://github.githubassets.com/images/icons/emoji/unicode/1f684.png?v8","1F684","🚄","Travel & Places (transport-ground)","Travel & Places","transport-ground"
"flag: Barbados","https://github.githubassets.com/images/icons/emoji/unicode/1f1e7-1f1eb.png?v8","1F1E7 1F1E7","🇧🇧","Flags (country-flag)","Flags","country-flag"
"burrito","https://github.githubassets.com/images/icons/emoji/unicode/1f32f.png?v8","1F32F","🌯","Food & Drink (food-prepared)","Food & Drink","food-prepared"
"flag: Barbados","https://github.githubassets.com/images/icons/emoji/unicode/1f1e7-1f1ee.png?v8","1F1E7 1F1E7","🇧🇧","Flags (country-flag)","Flags","country-flag"
"bus","https://github.githubassets.com/images/icons/emoji/unicode/1f68c.png?v8","1F68C","🚌","Travel & Places (transport-ground)","Travel & Places","transport-ground"
"man in suit levitating","https://github.githubassets.com/images/icons/emoji/unicode/1f574.png?v8","1F574","🕴","People & Body (person-activity)","People & Body","person-activity"
"bus stop","https://github.githubassets.com/images/icons/emoji/unicode/1f68f.png?v8","1F68F","🚏","Travel & Places (transport-ground)","Travel & Places","transport-ground"
"bust in silhouette","https://github.githubassets.com/images/icons/emoji/unicode/1f464.png?v8","1F464","👤","People & Body (person-symbol)","People & Body","person-symbol"
"busts in silhouette","https://github.githubassets.com/images/icons/emoji/unicode/1f465.png?v8","1F465","👥","People & Body (person-symbol)","People & Body","person-symbol"
"butter","https://github.githubassets.com/images/icons/emoji/unicode/1f9c8.png?v8","1F9C8","🧈","Food & Drink (food-prepared)","Food & Drink","food-prepared"
"butterfly","https://github.githubassets.com/images/icons/emoji/unicode/1f98b.png?v8","1F98B","🦋","Animals & Nature (animal-bug)","Animals & Nature","animal-bug"
"cactus","https://github.githubassets.com/images/icons/emoji/unicode/1f335.png?v8","1F335","🌵","Animals & Nature (plant-other)","Animals & Nature","plant-other"
"shortcake","https://github.githubassets.com/images/icons/emoji/unicode/1f370.png?v8","1F370","🍰","Food & Drink (food-sweet)","Food & Drink","food-sweet"
"tear-off calendar","https://github.githubassets.com/images/icons/emoji/unicode/1f4c6.png?v8","1F4C6","📆","Objects (office)","Objects","office"
"call me hand","https://github.githubassets.com/images/icons/emoji/unicode/1f919.png?v8","1F919","🤙","People & Body (hand-fingers-partial)","People & Body","hand-fingers-partial"
"mobile phone with arrow","https://github.githubassets.com/images/icons/emoji/unicode/1f4f2.png?v8","1F4F2","📲","Objects (phone)","Objects","phone"
"flag: Hong Kong SAR China","https://github.githubassets.com/images/icons/emoji/unicode/1f1f0-1f1ed.png?v8","1F1ED 1F1F0","🇭🇰","Flags (country-flag)","Flags","country-flag"
"two-hump camel","https://github.githubassets.com/images/icons/emoji/unicode/1f42b.png?v8","1F42B","🐫","Animals & Nature (animal-mammal)","Animals & Nature","animal-mammal"
"camera","https://github.githubassets.com/images/icons/emoji/unicode/1f4f7.png?v8","1F4F7","📷","Objects (light & video)","Objects","light & video"
"camera with flash","https://github.githubassets.com/images/icons/emoji/unicode/1f4f8.png?v8","1F4F8","📸","Objects (light & video)","Objects","light & video"
"flag: Cocos (Keeling) Islands","https://github.githubassets.com/images/icons/emoji/unicode/1f1e8-1f1f2.png?v8","1F1E8 1F1E8","🇨🇨","Flags (country-flag)","Flags","country-flag"
"camping","https://github.githubassets.com/images/icons/emoji/unicode/1f3d5.png?v8","1F3D5","🏕","Travel & Places (place-geographic)","Travel & Places","place-geographic"
"flag: Ascension Island","https://github.githubassets.com/images/icons/emoji/unicode/1f1e8-1f1e6.png?v8","1F1E6 1F1E8","🇦🇨","Flags (country-flag)","Flags","country-flag"
"flag: Cocos (Keeling) Islands","https://github.githubassets.com/images/icons/emoji/unicode/1f1ee-1f1e8.png?v8","1F1E8 1F1E8","🇨🇨","Flags (country-flag)","Flags","country-flag"
"Cancer","https://github.githubassets.com/images/icons/emoji/unicode/264b.png?v8","264B","♋","Symbols (zodiac)","Symbols","zodiac"
"candle","https://github.githubassets.com/images/icons/emoji/unicode/1f56f.png?v8","1F56F","🕯","Objects (light & video)","Objects","light & video"
"candy","https://github.githubassets.com/images/icons/emoji/unicode/1f36c.png?v8","1F36C","🍬","Food & Drink (food-sweet)","Food & Drink","food-sweet"
"canned food","https://github.githubassets.com/images/icons/emoji/unicode/1f96b.png?v8","1F96B","🥫","Food & Drink (food-prepared)","Food & Drink","food-prepared"
"canoe","https://github.githubassets.com/images/icons/emoji/unicode/1f6f6.png?v8","1F6F6","🛶","Travel & Places (transport-water)","Travel & Places","transport-water"
"flag: Cocos (Keeling) Islands","https://github.githubassets.com/images/icons/emoji/unicode/1f1e8-1f1fb.png?v8","1F1E8 1F1E8","🇨🇨","Flags (country-flag)","Flags","country-flag"
"input latin uppercase","https://github.githubassets.com/images/icons/emoji/unicode/1f520.png?v8","1F520","🔠","Symbols (alphanum)","Symbols","alphanum"
"Capricorn","https://github.githubassets.com/images/icons/emoji/unicode/2651.png?v8","2651","♑","Symbols (zodiac)","Symbols","zodiac"
"automobile","https://github.githubassets.com/images/icons/emoji/unicode/1f697.png?v8","1F697","🚗","Travel & Places (transport-ground)","Travel & Places","transport-ground"
"card file box","https://github.githubassets.com/images/icons/emoji/unicode/1f5c3.png?v8","1F5C3","🗃","Objects (office)","Objects","office"
"card index","https://github.githubassets.com/images/icons/emoji/unicode/1f4c7.png?v8","1F4C7","📇","Objects (office)","Objects","office"
"card index dividers","https://github.githubassets.com/images/icons/emoji/unicode/1f5c2.png?v8","1F5C2","🗂","Objects (office)","Objects","office"
"flag: Barbados","https://github.githubassets.com/images/icons/emoji/unicode/1f1e7-1f1f6.png?v8","1F1E7 1F1E7","🇧🇧","Flags (country-flag)","Flags","country-flag"
"carousel horse","https://github.githubassets.com/images/icons/emoji/unicode/1f3a0.png?v8","1F3A0","🎠","Travel & Places (place-other)","Travel & Places","place-other"
"carrot","https://github.githubassets.com/images/icons/emoji/unicode/1f955.png?v8","1F955","🥕","Food & Drink (food-vegetable)","Food & Drink","food-vegetable"
"person cartwheeling","https://github.githubassets.com/images/icons/emoji/unicode/1f938.png?v8","1F938","🤸","People & Body (person-sport)","People & Body","person-sport"
"cat face","https://github.githubassets.com/images/icons/emoji/unicode/1f431.png?v8","1F431","🐱","Animals & Nature (animal-mammal)","Animals & Nature","animal-mammal"
"cat","https://github.githubassets.com/images/icons/emoji/unicode/1f408.png?v8","1F408","🐈","Animals & Nature (animal-mammal)","Animals & Nature","animal-mammal"
"flag: Cayman Islands","https://github.githubassets.com/images/icons/emoji/unicode/1f1f0-1f1fe.png?v8","1F1F0 1F1FE","🇰🇾","Flags (country-flag)","Flags","country-flag"
"optical disk","https://github.githubassets.com/images/icons/emoji/unicode/1f4bf.png?v8","1F4BF","💿","Objects (computer)","Objects","computer"
"flag: Cocos (Keeling) Islands","https://github.githubassets.com/images/icons/emoji/unicode/1f1e8-1f1eb.png?v8","1F1E8 1F1E8","🇨🇨","Flags (country-flag)","Flags","country-flag"
"flag: United Arab Emirates","https://github.githubassets.com/images/icons/emoji/unicode/1f1ea-1f1e6.png?v8","1F1E6 1F1EA","🇦🇪","Flags (country-flag)","Flags","country-flag"
"flag: Chad","https://github.githubassets.com/images/icons/emoji/unicode/1f1f9-1f1e9.png?v8","1F1F9 1F1E9","🇹🇩","Flags (country-flag)","Flags","country-flag"
"chains","https://github.githubassets.com/images/icons/emoji/unicode/26d3.png?v8","26D3","⛓","Objects (tool)","Objects","tool"
"chair","https://github.githubassets.com/images/icons/emoji/unicode/1fa91.png?v8","1FA91","🪑","Objects (household)","Objects","household"
"bottle with popping cork","https://github.githubassets.com/images/icons/emoji/unicode/1f37e.png?v8","1F37E","🍾","Food & Drink (drink)","Food & Drink","drink"
"chart increasing with yen","https://github.githubassets.com/images/icons/emoji/unicode/1f4b9.png?v8","1F4B9","💹","Objects (money)","Objects","money"
"chart decreasing","https://github.githubassets.com/images/icons/emoji/unicode/1f4c9.png?v8","1F4C9","📉","Objects (office)","Objects","office"
"chart increasing","https://github.githubassets.com/images/icons/emoji/unicode/1f4c8.png?v8","1F4C8","📈","Objects (office)","Objects","office"
"chequered flag","https://github.githubassets.com/images/icons/emoji/unicode/1f3c1.png?v8","1F3C1","🏁","Flags (flag)","Flags","flag"
"cheese wedge","https://github.githubassets.com/images/icons/emoji/unicode/1f9c0.png?v8","1F9C0","🧀","Food & Drink (food-prepared)","Food & Drink","food-prepared"
"cherries","https://github.githubassets.com/images/icons/emoji/unicode/1f352.png?v8","1F352","🍒","Food & Drink (food-fruit)","Food & Drink","food-fruit"
"cherry blossom","https://github.githubassets.com/images/icons/emoji/unicode/1f338.png?v8","1F338","🌸","Animals & Nature (plant-flower)","Animals & Nature","plant-flower"
"chess pawn","https://github.githubassets.com/images/icons/emoji/unicode/265f.png?v8","265F","♟","Activities (game)","Activities","game"
"chestnut","https://github.githubassets.com/images/icons/emoji/unicode/1f330.png?v8","1F330","🌰","Food & Drink (food-vegetable)","Food & Drink","food-vegetable"
"chicken","https://github.githubassets.com/images/icons/emoji/unicode/1f414.png?v8","1F414","🐔","Animals & Nature (animal-bird)","Animals & Nature","animal-bird"
"child","https://github.githubassets.com/images/icons/emoji/unicode/1f9d2.png?v8","1F9D2","🧒","People & Body (person)","People & Body","person"
"children crossing","https://github.githubassets.com/images/icons/emoji/unicode/1f6b8.png?v8","1F6B8","🚸","Symbols (warning)","Symbols","warning"
